         7x15E                    (7x15E.dat)
         v2024-0915
         Simulation Date: 02/05/2025

         AIRFOIL AERO DATA GENERATED USING:  POLARS                        

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS:
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Mach (at prop tip)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =       1000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
      360.07      2.1727      0.7833      0.0339      0.0941       1.988       5.012       1.622    1482.571       0.566       7.215       0.496        0.84     224083.    0.0530
      373.40      2.2532      0.6018      0.0172      0.0646       1.364       3.439       0.824    1017.225       0.389       3.667       0.368        0.85     227891.    0.0280
      386.74      2.3337      0.0036      0.0001      0.0360       0.760       1.916       0.003     566.781       0.216       0.012       0.002        0.86     231764.    0.0000



         PROP RPM =      26000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1501      0.1775       4.219      10.228       7.762    3146.323       1.156      34.524       1.119        0.72     170255.    0.2613
       13.86      0.0804      0.0682      0.1494      0.1761       4.187      10.150       7.729    3122.317       1.147      34.376       1.123        0.72     170686.    0.2616
       27.72      0.1609      0.1368      0.1491      0.1754       4.169      10.107       7.713    3108.954       1.142      34.309       1.125        0.72     171236.    0.2620
       41.59      0.2413      0.2052      0.1492      0.1754       4.170      10.110       7.719    3109.904       1.142      34.333       1.126        0.72     171921.    0.2622
       55.45      0.3217      0.2730      0.1498      0.1765       4.195      10.170       7.746    3128.461       1.149      34.454       1.123        0.73     172753.    0.2620
       69.31      0.4022      0.3392      0.1507      0.1787       4.247      10.297       7.794    3167.331       1.163      34.670       1.116        0.73     173741.    0.2612
       83.17      0.4826      0.4028      0.1520      0.1821       4.330      10.496       7.863    3228.531       1.186      34.974       1.105        0.73     174890.    0.2596
       97.04      0.5630      0.4629      0.1537      0.1869       4.443      10.771       7.949    3313.396       1.217      35.356       1.088        0.73     176203.    0.2571
      110.90      0.6435      0.5186      0.1556      0.1931       4.590      11.126       8.049    3422.602       1.257      35.800       1.067        0.74     177682.    0.2536
      124.76      0.7239      0.5691      0.1577      0.2006       4.769      11.561       8.158    3556.206       1.306      36.289       1.041        0.74     179326.    0.2491
      138.62      0.8043      0.6142      0.1600      0.2095       4.980      12.072       8.274    3713.569       1.364      36.803       1.011        0.75     181132.    0.2437
      152.49      0.8848      0.6534      0.1622      0.2196       5.221      12.656       8.390    3893.083       1.430      37.317       0.977        0.75     183099.    0.2373
      166.35      0.9652      0.6870      0.1643      0.2308       5.487      13.301       8.498    4091.530       1.503      37.799       0.942        0.76     185222.    0.2302
      180.21      1.0456      0.7152      0.1660      0.2427       5.770      13.988       8.588    4302.819       1.580      38.201       0.905        0.76     187499.    0.2224
      194.07      1.1261      0.7387      0.1671      0.2548       6.056      14.680       8.645    4515.856       1.659      38.451       0.868        0.77     189926.    0.2140
      207.94      1.2065      0.7583      0.1671      0.2658       6.319      15.318       8.642    4712.064       1.731      38.441       0.832        0.77     192501.    0.2050
      221.80      1.2869      0.7753      0.1653      0.2744       6.523      15.813       8.552    4864.392       1.787      38.038       0.797        0.78     195223.    0.1955
      235.66      1.3674      0.7911      0.1613      0.2788       6.628      16.069       8.345    4942.862       1.815      37.119       0.766        0.79     198090.    0.1854
      249.52      1.4478      0.8067      0.1549      0.2780       6.608      16.019       8.012    4927.616       1.810      35.638       0.737        0.79     201098.    0.1750
      263.39      1.5282      0.8224      0.1462      0.2717       6.460      15.659       7.564    4816.876       1.769      33.643       0.712        0.80     204237.    0.1642
      277.25      1.6086      0.8375      0.1357      0.2607       6.198      15.024       7.021    4621.606       1.697      31.231       0.689        0.81     207497.    0.1531
      291.11      1.6891      0.8515      0.1239      0.2457       5.840      14.158       6.407    4355.184       1.600      28.498       0.667        0.82     210866.    0.1416
      304.97      1.7695      0.8636      0.1109      0.2272       5.401      13.094       5.736    4027.870       1.479      25.514       0.646        0.83     214337.    0.1297
      318.84      1.8499      0.8727      0.0971      0.2057       4.891      11.856       5.020    3646.893       1.339      22.328       0.624        0.84     217902.    0.1173
      332.70      1.9304      0.8763      0.0825      0.1816       4.318      10.467       4.265    3219.607       1.182      18.970       0.601        0.85     221555.    0.1040
      346.56      2.0108      0.8692      0.0672      0.1554       3.694       8.955       3.475    2754.666       1.012      15.455       0.572        0.86     225291.    0.0894
      360.42      2.0912      0.8402      0.0513      0.1276       3.034       7.354       2.652    2262.086       0.831      11.796       0.532        0.87     229105.    0.0726
      374.28      2.1717      0.7609      0.0347      0.0992       2.357       5.715       1.797    1757.923       0.646       7.994       0.464        0.88     232993.    0.0521
      388.15      2.2521      0.5566      0.0176      0.0713       1.694       4.106       0.911    1263.125       0.464       4.052       0.327        0.89     236951.    0.0262
      402.01      2.3325      0.0009      0.0000      0.0452       1.076       2.607       0.001     802.018       0.295       0.004       0.001        0.90     240978.    0.0000



         PROP RPM =      27000

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -
        0.00      0.0000      0.0000      0.1501      0.1800       4.791      11.184       8.370    3572.579       1.264      37.229       1.063        0.75     176800.    0.2577
       14.41      0.0805      0.0673      0.1494      0.1786       4.754      11.098       8.333    3545.324       1.254      37.064       1.066        0.75     177248.    0.2580
       28.81      0.1610      0.1349      0.1491      0.1778       4.734      11.051       8.315    3530.114       1.249      36.987       1.068        0.75     177820.    0.2583
       43.22      0.2415      0.2025      0.1492      0.1779       4.735      11.054       8.320    3531.099       1.249      37.008       1.069        0.75     178532.    0.2584
       57.62      0.3219      0.2693      0.1497      0.1789       4.763      11.119       8.348    3552.011       1.256      37.133       1.066        0.75     179397.    0.2582
       72.03      0.4024      0.3345      0.1506      0.1811       4.822      11.257       8.400    3595.911       1.272      37.361       1.059        0.76     180424.    0.2574
       86.43      0.4829      0.3973      0.1519      0.1846       4.915      11.473       8.472    3665.106       1.296      37.685       1.048        0.76     181618.    0.2558
      100.84      0.5634      0.4565      0.1535      0.1895       5.044      11.774       8.564    3761.121       1.330      38.092       1.033        0.76     182984.    0.2533
      115.24      0.6439      0.5115      0.1554      0.1957       5.210      12.161       8.671    3884.757       1.374      38.567       1.012        0.77     184521.    0.2499
      129.65      0.7244      0.5613      0.1576      0.2033       5.413      12.635       8.789    4036.124       1.427      39.091       0.988        0.77     186230.    0.2454
      144.05      0.8049      0.6057      0.1598      0.2123       5.652      13.194       8.913    4214.597       1.491      39.644       0.959        0.77     188108.    0.2400
      158.46      0.8854      0.6445      0.1620      0.2226       5.925      13.832       9.037    4418.524       1.563      40.199       0.928        0.78     190152.    0.2338
      172.86      0.9658      0.6776      0.1641      0.2340       6.228      14.539       9.155    4644.517       1.643      40.723       0.894        0.78     192359.    0.2268
      187.27      1.0463      0.7054      0.1659      0.2461       6.552      15.296       9.256    4886.025       1.728      41.169       0.859        0.79     194726.    0.2191
      201.67      1.1268      0.7285      0.1671      0.2585       6.881      16.062       9.321    5130.946       1.815      41.460       0.824        0.80     197248.    0.2109
      216.08      1.2073      0.7478      0.1672      0.2699       7.186      16.776       9.327    5358.816       1.895      41.487       0.789        0.80     199924.    0.2021
      230.48      1.2878      0.7646      0.1657      0.2790       7.428      17.341       9.242    5539.337       1.959      41.108       0.757        0.81     202753.    0.1928
      244.89      1.3683      0.7804      0.1620      0.2840       7.560      17.648       9.035    5637.631       1.994      40.189       0.727        0.82     205732.    0.1832
      259.30      1.4488      0.7963      0.1558      0.2835       7.548      17.619       8.693    5628.211       1.991      38.664       0.701        0.83     208858.    0.1731
      273.70      1.5292      0.8127      0.1474      0.2774       7.384      17.238       8.223    5506.606       1.948      36.574       0.677        0.83     212121.    0.1628
      288.11      1.6097      0.8290      0.1371      0.2662       7.087      16.545       7.648    5285.059       1.869      34.018       0.656        0.84     215511.    0.1521
      302.51      1.6902      0.8444      0.1253      0.2509       6.678      15.589       6.991    4979.889       1.761      31.095       0.637        0.85     219015.    0.1411
      316.92      1.7707      0.8580      0.1124      0.2319       6.174      14.414       6.269    4604.298       1.628      27.885       0.618        0.86     222625.    0.1296
      331.32      1.8512      0.8687      0.0985      0.2100       5.589      13.048       5.496    4167.956       1.474      24.445       0.598        0.87     226333.    0.1175
      345.73      1.9317      0.8730      0.0838      0.1855       4.939      11.529       4.677    3682.716       1.302      20.801       0.576        0.88     230133.    0.1044
      360.13      2.0122      0.8626      0.0683      0.1594       4.244       9.907       3.812    3164.688       1.119      16.956       0.546        0.89     234018.    0.0894
      374.54      2.0927      0.8239      0.0521      0.1323       3.523       8.223       2.906    2626.772       0.929      12.926       0.502        0.90     237984.    0.0717
      388.94      2.1731      0.7256      0.0352      0.1053       2.803       6.543       1.961    2090.115       0.739       8.722       0.426        0.91     242026.    0.0500
      403.35      2.2536      0.4983      0.0176      0.0797       2.123       4.956       0.984    1583.048       0.560       4.375       0.282        0.92     246142.    0.0234
      417.75      2.3341     -0.0020      0.0000      0.0573       1.525       3.559      -0.003    1136.822       0.402      -0.012      -0.001        0.93     250328.    0.0000



